xi,xj,LLM_model,prompt_id
The door closed,door closed day school year middle conversation friend heard bang looked saw man standing doorway classroom,OPT,402
The makeup transformed,makeup transformed actress ' 60s icon makeup transformed actress ' 60s icon Text Lopez moments talked,Falcon-7B,482
As they talked,talked future talking future world talking future world talking future world talking future world,BLOOM,60
He looked up,looked road car parked verge street mind working rain stopping floor hotel bridge river,GPT-Neo,118
With a gasp,gasp man shook head looked woman standing eyes closed holding breath smiling smiling,BLOOM,637
He looked around,looked saw man wearing mask wearing mask wearing mask wearing mask wearing mask wearing mask wearing,BLOOM,114
The rain fell,rain fell day wedding bride groom church bride dressed dress groom dress bride dressed,BLOOM,531
The snow melted,snow melted moved felt life thought sunset returned village forgotten sun,GPT-Neo,557
The smoke cleared,smoke cleared sun shining scene distance sun shining sky clouds falling sky sun brightening,BLOOM,552
The crowd cheered,crowd cheered said racist,OPT,382
As they observed,observed sun rise horizon men stood silence sun beginning peek horizon sky blue men stood silence watching sun rise,Falcon-7B,48
As they waited,waited bus group men 20s 30s gathered table middle street talking news news police arrested,OPT,64
The candle melted,candle melted wick wick burned wax wax melted wick wick burned wax wax melted wick wick burned,Falcon-7B,349
The train whistled,train whistled pulled station conductor stepped train walked back car opened door looked saw man sitting corner car conductor walked,Falcon-7B,589
With a sniffle,sniffle going go say fan look fan look think bit,OPT,652
With a sigh,sigh left room sight stop making choices right was seemed hiding curtain want,GPT-2,648
With a yawn,yawn let led corner room others milling dead night stars glow backdrop sky,GPT-Neo,663
He discovered the,discovered secret nineteenth century nation world years discovered secret century,GPT-Neo,110
He read the,read book way author capture essence characters way portrayed way author capture,BLOOM,125
The music peaked,music peaked 90s think peaked 90s,OPT,495
She selected the,selected third,BLOOM,265
The potion bubbled,potion bubbled hit ground think potion supposed potion supposed potion supposed potion supposed potion supposed,OPT,523
In the studio,studio band playing song called Life Dream song journey man lot things song man lot,BLOOM,207
In the stadium,stadium going wearing fan team shirt,OPT,206
With a twist,twist wrist go cruiser off roader luxury crossover,Falcon-7B,660
With a yawn,yawn men turned side room man darkness man face standing middle room,BLOOM,663
In the square,square heart city cathedral attractions square cathedral symbol city,Falcon-7B,204
The river flowed,river flowed blood river flowed blood river flowed blood river flowed blood river flowed blood river flowed blood river flowed blood,OPT,537
The moon rose,moon rose horizon sun set west stars shone sky moon sun setting moon sun setting moon,Falcon-7B,490
Across the street,street story brick house sat woman dress watching children one grew sat told story day died woman,GPT-Neo,2
He watered the,watered waters made sun rise sake time divided groups believed,GPT-2,144
"Carefully, he measured",measured distance trees have cut said do tree,Falcon-7B,75
The canoe glided,canoe glided river boat side river boat side river canoe side river boat side,BLOOM,350
With a smile,smile face looked took knife looked raised brow door opened broke number month,GPT-2,649
With a sigh,sigh put phone trying get hold friend week ’d left messages sent texts called husband,Falcon-7B,648
He looked around,looked saw man wearing mask wearing mask wearing mask wearing mask wearing mask wearing mask wearing,BLOOM,114
With a gasp,gasp realized reading comments article,OPT,637
With a shrug,shrug shrug said had pegged redhead wish seen said way looked had table eat,GPT-Neo,647
He read the,read chapters phone spoke went know said know,GPT-2,125
With a sneeze,sneeze make fart sound believe thought,OPT,651
He watered the,watered lawn using sprinkler leaving water evaporate way stay top weeds stop soil sifting water came hole made,GPT-Neo,144
The music pulsed,music pulsed speakers stood police station air coming window tasted look footage video sent,GPT-Neo,497
She danced to,danced tune wanted hear sat floor man 20s had office coffee table clothes car bought year packed,GPT-2,239
The mountain loomed,mountain loomed distance sun setting mountains direction sun setting mountains mountains direction sun,BLOOM,492
The bird nested,bird nested tree bird tree bird tree bird tree bird tree bird,BLOOM,327
The fire crackled,fire crackled flames spread fire building consumed fire building consumed fire building consumed fire,BLOOM,418
The rain drizzled,rain drizzled streets rain stop cast having time premiere party,Falcon-7B,529
"Slowly, she opened",opened eyes bed room recognize wearing nightgown,Falcon-7B,297
The story unfolded,story unfolded 1990s government trying find way control spread virus government trying find way control spread,BLOOM,570
As night fell,night fell city began fill aroma food Vendors set sidewalks offering type food night see food ground garbage,GPT-Neo,15
She raised her,raised eyebrows going tell doing going tell doing going tell doing,Falcon-7B,259
"Gently, he pushed",pushed wall taking advantage space room use hands pin face twisted agony anger hands went knife,GPT-Neo,89
He stepped back,stepped light street lamp had do murders doing fact person had contact assistant,GPT-Neo,132
She smiled and,smiled said have idea know had friends neighborhood said giving look do said looking,GPT-Neo,269
The grass swayed,grass swayed wind wind swayed grass grass swayed wind wind swayed grass grass swayed wind wind,BLOOM,444
The elevator arrived,elevator arrived end hallway door locked elevator floor elevator floor elevator floor elevator floor elevator,BLOOM,410
The verdict came,verdict came vote confidence vote count announced motion expected declare results election,GPT-Neo,595
The arrow flew,arrow flew air arrow sword arrow sword arrow sword arrow sword arrow,Falcon-7B,309
With a click,click button get copy version game game download play need register play game,OPT,629
The kata flowed,kata flowed water entered figure kata water looked swim going kata finished,GPT-2,458
The bug fixed,bug fixed release FIX # Bug # FIX # Bug # FIX # Bug,Falcon-7B,338
The finish line,finish line crafted hand carved hand painted bronze sculpture sculpture tribute,BLOOM,416
The waves lapped,waves lapped throat hear thud beachside felt air rise wind crackle edges waves rasped shirt,GPT-2,604
He sat down,sat bed pulled top straddled pulled shirt head wearing lace bra pulled cups took nipples,Falcon-7B,128
The bell tolled,bell tolled sound wind wind wind bell wind bell wind bell,BLOOM,324
The audience applauded,audience applauded band composed genres began moving floor jazz songs playing performance time became people composed compositions ones,GPT-2,312
The results appeared,results appeared editorial published * Nature offer analysis effect results emphasis impact field,GPT-Neo,535
He admired the,admired power people talking think people heard moment made tour said music felt,GPT-2,103
The bird chirped,bird chirped heads barked body color had color markings abdomen started whistling owl home family lives lake,GPT-2,325
The grain separated,grain separated surface substrate grain boundary called grain boundary layer grain boundary layer layer material deposited surface substrate grain boundary layer,BLOOM,441
In the library,library had discussion merits book read found agreeing book taught,GPT-Neo,184
In the pantry,pantry found bag dried cranberries had bag dried cherries freezer had bag dried blueberries freezer had bag dried strawberries freezer had bag,Falcon-7B,195
"Slowly, he breathed",breathed trying get air lungs trying get air lungs trying get air lungs trying,OPT,284
He looked away,looked camera second think looking camera,OPT,115
The clay formed,clay formed part basin deposited clay deposited part basin clay deposited part basin,BLOOM,369
The sun set,sun set week world economies passed contains reaching changes U,GPT-Neo,574
In the shelter,shelter dog crate blanket dog allowed move dog allowed bark dog allowed lick blanket dog allowed lick,OPT,202
With a gasp,gasp realized reading comments article,OPT,637
The phone buzzed,phone buzzed man man world man world man world man world man world man,BLOOM,514
"Gently, he stroked",stroked hair felt warmth hand said mean hurt said,OPT,90
The baby laughed,baby laughed said breathe baby,BLOOM,317
He looked up,looked eyes knew got hurry say tell boy held hand concealed,GPT-2,118
With a laugh,laugh said minutes leaving talking girl like know girl think,GPT-2,642
"Gently, he strummed",strummed strings guitar notes melody sang song love hope words sang,Falcon-7B,91
"Gently, she touched",touched kissed belly moment turned walked rest party left seeing waiting hear come meeting day,GPT-2,102
With a frown,frown looked clock morning hours tossing turning trying get trying get sleep had,Falcon-7B,635
The train departed,train departed station arrived station train departed station arrived station,OPT,587
He researched the,researched history world history world scholar writer man man man man,BLOOM,127
The cat jumped,cat jumped bed dog jumped bed cat jumped bed dog jumped bed cat jumped bed dog jumped bed cat jumped,OPT,357
The lake reflected,lake reflected light notice answer let go see think 's mystery thing solve,GPT-Neo,464
The seed sprouted,seed sprouted tree tree sprouted seed seed sprouted tree tree sprouted seed seed sprouted tree tree sprouted seed,OPT,547
The light bulb,bulb symbol light knowledge enlightenment symbol light soul bulb symbol light knowledge enlightenment symbol light soul,Falcon-7B,474
The chapter ended,chapter ended cliffhanger thing thing think thing way end chapter,OPT,362
In the bedroom,bedroom bed piece furniture place spend third life place sleep rest relax place make love,Falcon-7B,153
With a heavy,heart have say fan logo think think logo think,OPT,641
The firewall breached,firewall breached time security problem system boot init process kernel kernels lacks mechanism passing boot,GPT-Neo,425
The clock chimed,clock chimed noon lunch bell rung had go rushed head teacher office school secretary office head teacher office time had feeling,GPT-Neo,370
She whispered softly,whispered taking look man continued explanation believe happened day have friends talking money gave,GPT-2,280
The waves lapped,waves lapped beaches way see felt water seep bottom shoes felt feet felt knees see,GPT-Neo,604
The bees buzzed,bees buzzed chirped birds flew room scene scene scenes day sun shining clouds falling birds,BLOOM,320
As they raced,raced noticed car driven woman woman year seen throw car reverse driving,GPT-Neo,51
The door closed,door closed man stood face shaking eyes fixed door seen man time heard left house,BLOOM,402
The idea formed,idea formed time idea were worlds rule world have think story order gain sense world,GPT-2,453
The horse neighed,horse neighed horse ran horse ran horse ran horse ran horse ran horse ran horse ran horse ran horse ran,BLOOM,448
In the studio,studio sat listening Listening sounds earth moving time Listening waves Listening wind Listening waves falling beach Listening ocean List,GPT-Neo,207
The pen scratched,pen scratched snow pen pointed east pen scratched pen scratched snow pen pointed west pen scratched pen scratched snow pen pointing,GPT-Neo,512
The door slammed,door slammed shut door slammed shut door slammed shut door slammed shut door slammed shut door slammed shut,OPT,405
"Carefully, he poured",poured goblet wine time spoke man knew man had mind knew,GPT-Neo,77
The cheese melted,cheese melted bread joking thing joking seen happen,OPT,363
The rooster crowed,rooster crowed ketchup said is ketchup ketchup went pantry came tin plate filled bottom,GPT-Neo,542
With a crescendo,crescendo aahs crowd treated performance rock band,Falcon-7B,632
As they waited,waited result students asked write thoughts topic students asked write thoughts topic students asked write thoughts topic students,BLOOM,64
He admired the,admired way make time gym get time gym get time gym,BLOOM,103
The waves lapped,waves lapped shore sun shone waves lapped shore sun shone waves lapped shore sun shone waves lapped,OPT,604
"Carefully, he placed",placed pieces paper pocket coat turning girl said tell going marry,BLOOM,76
Turning the page,Turning page turn page reminded challenges faced year blessings experienced opportunities,Falcon-7B,616
The dog wagged,dog wagged tail sight area shame wearing tracksuit shirt read,GPT-2,400
As morning came,morning came sun shining sky air sun shining air sun shining air,OPT,12
The fire dimmed,fire dimmed flames died smoke rose fire gone fire gone smoke smoke fire gone,Falcon-7B,420
"Quietly, she hummed",hummed notes went door turning man standing said come,BLOOM,226
As they drove,drove see sitting cell looking window seemed reading newspaper gave sigh sat looked,GPT-Neo,35
The robot moved,robot moved way arms legs moving prototype work progress marvel robot humanoid,Falcon-7B,540
The rooms echoed,rooms echoed sound wind sound wind sound wind sound wind sound wind sound wind sound wind sound,BLOOM,541
The test passed,test passed,OPT,580
He decided to,decided take break world focus work working book published spring working book published,BLOOM,109
As they created,created system made get rewards account think made get rewards account,OPT,32
In the garden,garden look,OPT,177
"Quietly, he entered",entered room sitting bed stood moment watching see shoulders shaking knew,Falcon-7B,217
With a frown,frowning brow scowl said help name one makes frown say name talking _ Zodiac,GPT-Neo,635
The snow fell,snow fell shot street sake kids done boy started show called had days week,GPT-2,556
With a frown,frown face looked man entered room mean interrupt go,OPT,635
The leaves fell,leaves fell tree winter gone trees covered snow snow see leaves snow see,BLOOM,468
The cat purred,cat purred began sing Hurry yelled sleep cat take place cat arm,GPT-2,359
The bell chimed,bell chimed while knew come pass came pass thought lady said see kind possession,GPT-2,321
In the garden,garden mentioned post things have yard ’s focused weeks seen,GPT-Neo,177
With a smile,smile face hand outstretched greet said going have drink want evening failure came side bench,GPT-Neo,649
The wind howled,wind howled rain fell stop edition event success event held downtown,Falcon-7B,610
They laughed at,laughed saying going doctor hear hope doing,OPT,615
The waves lapped,waves lapped walls lined harbor waves become passed shore grown felt water reached,GPT-Neo,604
As day broke,day broke basement trying get saw woman standing table covered blood thought smoke car headlights,GPT-2,6
She debugged the,debugged process terminal having write 's excuse means is way testing results terminal using tests line,GPT-2,240
As twilight fell,twilight fell day hunt spot knockout round had lead needed win advance,Falcon-7B,68
The crowd cheered,crowd cheered member crowd threw shouting disgrace hero protester arrested hitting buttocks bottle singing,GPT-2,382
Sitting by the,Sitting,GPT-2,282
Looking into his,Looking eyes see pain eyes see pain eyes,OPT,213
Beneath the trees,trees walls castle covered mass grass walls covered mass grass castle built reign built,BLOOM,71
The program ran,program ran program ran program ran program ran,Falcon-7B,524
The horse neighed,horse neighed roared world are kings empires case had do wait races finished battle,GPT-2,448
The bell tolled,bell tolled hanged reign men clerk,GPT-Neo,324
As day ended,day ended place place place place place,BLOOM,7
The leaves fell,leaves fell branch tree began fall leaves began fall branches rose opened door garden servants supper see,GPT-2,468
In the forest,forest group women gathered discuss work made community residents come build,GPT-Neo,173
In the closet,closet closet sweaters closet sweaters closet sweaters people live apartment live apartment need type storage space,GPT-Neo,160
"Slowly, he breathed",breathed air saw light fire rising distance astonished looked see fire rising distance fire,BLOOM,284
In the pizzeria,pizzeria restaurant was woman walked restaurant see barbeque hear music table sat parents,GPT-Neo,197
With a gasp,gasp man shook head looked woman standing eyes closed holding breath smiling smiling,BLOOM,637
The river meandered,river meandered valley east west disappeared trees ’re cell signal turned,GPT-Neo,538
The curtain fell,curtain fell world world state panic world state panic world state panic world state panic world state,BLOOM,387
In the den,den year half day video made support lives bill considered made,GPT-2,168
The query returned,query returned results query returned results query returned results query returned results query returned results query returned results query,Falcon-7B,526
As time passed,time passed loved character series series end people felt way want make fan show,GPT-Neo,67
With a laugh,laugh students took stairs escape classroom dancing music amount energy,GPT-2,642
The rain pattered,rain pattered roof house wind howled trees rain coming sheets wind howling trees rain coming sheets,OPT,532
She shaped the,shaped future,OPT,266
He stretched his,stretched legs looked sky sun shining stars shining sky stars stars shining stars shining stars shining stars,BLOOM,135
The trail beckoned,trail beckoned hillside enjoy nature bounties friends family enjoy views moved tried do bit looking forest floor,GPT-2,585
With a splash,splash orange aid swaths post year blog ones writing,GPT-Neo,654
The kite soared,kite soared sprint fell kite flew railing kite hit ground men rushed car began run ground,GPT-2,463
The baby laughed,baby laughed smiled audience had say comments drowned chorus crowd applauded said word child,GPT-2,317
In the crowd,crowd was woman children dressed girl girl husband arrived school saw walked crying said told asked,GPT-2,166
The puppy wagged,puppy wagged tail moment let tail wag length breadth house boy said tail wagged,GPT-Neo,525
The train whistled,train whistled leaned eyes Let'im eat muttered get eat year end,GPT-Neo,589
In the kitchen,kitchen house woman live town went school goes work neighbourhood lived years town grew,GPT-Neo,181
The aroma spread,aroma spread air smell food made people mouths water ’s barbecue,Falcon-7B,308
The bug fixed,bug fixed update Update tweaks fixes amount error holding mouse wheel thing broken see,GPT-2,338
With a sigh,sigh relief looked boat see see see,BLOOM,648
As they monitored,monitored effects drugs expression genes encoding proteins involved synthesis proteins involved synthesis proteins involved synthesis proteins involved synthesis proteins involved synthesis,BLOOM,47
The train rumbled,train rumbled stop were survivors pair headed train cabin was one approach train headed cabin proceeding occupants started try locate,GPT-2,588
The pollen floated,pollen floated sky landed grass pollen bit problem pollen bit,OPT,521
As they drove,drove sun setting sky pink sun setting sky pink sun setting sky pink,Falcon-7B,35
In the cafeteria,cafeteria saw tables students table occupied hear shouting running feet sat trying ignore smell do,GPT-Neo,155
"Gently, she touched",touched shoulder mean mean mean,OPT,102
The wildlife thrived,wildlife thrived growth rainforest gone time park established group environmentalists animal lovers helped revive rainforest building network walking trails,GPT-Neo,607
With a ping,ping foot slipped woman holding plate bacon wrapped bacon smell meat made turned kitchen get eat,GPT-Neo,645
As morning broke,morning broke sun shining go bed day night day,BLOOM,11
The door slammed,door slammed shut room want know said killed governor know was sound movement,GPT-Neo,405
She practiced the,practiced art sword sword weapon world sword weapon world sword weapon world sword weapon,BLOOM,256
In the den,den study quantify effects protein animal model schizophrenia health outcomes step elucidating neural substrates decline associated symptoms,GPT-2,168
She stood up,stood walked door going go see find food while said left room,Falcon-7B,274
The candle flickered,candle flickered life flames lights temple temple bells moved center ceiling beginning dusk were light damp,GPT-2,347
As they celebrated,celebrated day police said men holding gun shouted get weapon Stop ing man left gun men told,GPT-2,27
With a thresh,threshhold % polls arrived election election held space world,GPT-Neo,659
He turned back,turned asked loved sister shook head waved get were annoyances noticed,GPT-2,140
"Carefully, he placed",placed back hand side neck moved hand found spot cut Blood oozing gash staining shirt red,GPT-Neo,76
The path curved,path curved mountain think bit path curved mountain mountain curved mountain point path path,OPT,509
As they created,created dating site make impact world site created group people finding love create website,BLOOM,32
The dog wagged,dog wagged tail go asked holding leash hand said looking feeling,GPT-Neo,400
"Quietly, she whispered",whispered going get going get said looked,BLOOM,229
The potion bubbled,potion bubbled tip stick glass breaking drop water waist matter were Heaven help,GPT-2,523
In the gallery,gallery find overview game modes developed 3D allow walk game touching body mode called Trolley,GPT-2,175
The dough rose,dough rose dough kept rising dough wanted tell was crust,GPT-2,407
Running through the,Running weekend home feel watching person room holding camera hand camera pointed face,GPT-Neo,231
With a nod,nod president called end cities aliens bring crime endanger communities call said beginning,GPT-2,644
The crowd swayed,crowd swayed beat music crowd swayed beat music crowd swayed beat music crowd swayed beat music crowd swayed,OPT,385
The deal closed,deal closed company business years business years company business years business,BLOOM,394
Looking into his,Looking past see truth claim making time life man seen gun man told days,GPT-Neo,213
"Gently, she massaged",massaged area eyes closed eyes enjoying sensation whispered fault,Falcon-7B,95
The sun peeked,sun peeked hills while took look school found liked saw,GPT-Neo,572
The verdict came,verdict came trial employee state corporation years opened government days year said,GPT-2,595
The ice formed,ice formed lake morning hours 1st ice inch ice formed lake morning hours 1st ice,Falcon-7B,451
The bell echoed,bell echoed men man speak speak man speak had,BLOOM,322
He cracked the,cracked door kitchen see kitchen seen kitchen see kitchen seen kitchen,BLOOM,108
"Slowly, she opened",opened eyes saw sight man standing doorway turned looked look surprise man wearing hat,BLOOM,297
The deer froze,deer froze middle bed move cat died trees find cats hillside winter said,GPT-2,395
She fixed the,fixed problem get computer running using service years had problem using service years have,Falcon-7B,244
The bell chimed,bell chimed crowd students faculty erupted cheers students faculty gathered auditorium celebrate graduation class school,OPT,321
The ice melted,ice melted surface ice particles thrown dropped storm event community do learned event,GPT-2,452
The curtain parted,curtain parted light shone thing noticed smell combination air air conditioning combination air air conditioning combination,OPT,389
The cat meowed,cat meowed rubbed legs bent scratched ears purred rubbed head hand looked sky sun setting see sun rays shining,Falcon-7B,358
The query returned,query returned rows way joining tables A suggest using DISTINCT clause eliminate rows,GPT-Neo,526
The toys scattered,toys scattered floor dishes sink laundry piled corner dust furniture cobwebs corners dog hair couch dust windows dust,Falcon-7B,584
"Quietly, he practiced",practiced art sculptor work work art man world man world man,BLOOM,221
She mixed the,mixed put jar put fridge week put fridge week put fridge week,BLOOM,252
In the gym,gym ’m bit loner talk ask help ask advice do thing ’m,Falcon-7B,179
As they waited,waited bus girl looked bus stop sign said bus go know feel,GPT-Neo,64
With a nod,nod past Wars trilogy return roots trilogy return roots �,OPT,644
As day began,day began wear streets riot began reported afternoon busloads police fire fighters emergency services surrounded area kept rioters seems,GPT-Neo,5
As they talked,talked sun rose sky heat day began build air sound call bird going have go,Falcon-7B,60
With each step,step world gets think thing think thing,OPT,665
As they waited,waited bus take airport men talking trip taken ’m went said man trip,Falcon-7B,64
As they trembled,trembled fear men room turned whispered fucked going assume,OPT,63
In the mirror,mirror world make called chosen ones get live reality created mirror world world,GPT-Neo,190
The file opened,file opened browser file saved database file saved database file saved browser file saved browser file saved,BLOOM,415
In the corridor,corridor office man wearing suit bow tie holding box wrapped paper looks present sees,GPT-Neo,163
With a shrug,shrug said know scientist scientist said writer writer said,OPT,647
The phone vibrated,phone vibrated pocket pulled looked screen text wife going ’m stuck traffic looked clock,Falcon-7B,516
"Gently, he petted",petted hair relaxed mean scare said voice muffled chest,Falcon-7B,88
"Gently, he touched",touched shoulder mean make feel offended offended offended,OPT,92
The child laughed,child laughed said baby boy mother said know boy baby child said,Falcon-7B,365
"Quietly, he whispered",whispered sound voice made feel looked saw wore shirt trousers remembered had force,GPT-Neo,223
In the gym,gym girls class class class class class,BLOOM,179
With a sigh,sigh put phone trying get hold friend week ’d left messages sent texts called husband,Falcon-7B,648
With a shrug,shrug said ’re ’re ’re ’re,BLOOM,647
In the distance,distance center circle distance center circle center circle distance center circle center circle distance center circle,BLOOM,169
The music soared,music soared background camera panned crowd crowd frenzy crowd frenzy crowd frenzy crowd,OPT,498
The fog lifted,fog lifted sun shining wind blowing clouds falling sun shining wind blowing clouds falling sun shining wind blowing clouds falling,BLOOM,434
In the workshop,workshop participants asked identify factors influence quality health care system country results survey used develop questionnaire sent health care system country,BLOOM,212
"Slowly, he moved",moved head looked girl standing felt seen man,BLOOM,288
The waves lapped,waves lapped shook speed girls sweating stared girl mirror trying calm body take,GPT-2,604
"Slowly, he turned",turned direction smiled smile face smiled smiled notice Thank lot,GPT-2,292
The rain stopped,rain stopped clouds remained darkness heard sounds rain pelting roof walls knock study door opening voice darkness,GPT-Neo,534
The curtain moved,curtain moved sight man lost distance man strength man courage man,BLOOM,388
The leaves rustled,leaves rustled cut came cave middle night times thoughts drifted time realized started,GPT-2,470
She looked back,looked door do do set mind want turned,Falcon-7B,249
The baby cried,baby cried baby cried mother says stranger asks name sister remembers crying brother house stranger,GPT-2,315
The flavors balanced,flavors balanced flavor mix had flavors mixed rest mix flavor mix had flavors mixed,BLOOM,428
With a chisel,chisel cut top top top top top top top top top top top top top top,BLOOM,626
"Carefully, he placed",placed phone pockets put contents pocket pockets cell phone placed stand waited suspect pulled guns,GPT-2,76
In the basement,basement courthouse downtown group men women working preserve history city organization,Falcon-7B,152
She held her,held breath moment looked man holding hand knew man thinking knew man thinking knew,BLOOM,247
The path wound,path wound woods trees sun blocked path trees see sky path wound woods,Falcon-7B,510
She performed the,performed role version leading lady film starring,GPT-Neo,254
She stood up,stood looked man man looks face man looks face man looks,BLOOM,274
The code compiled,code compiled version license install version version follow manual,GPT-2,374
The moon rose,moon rose lying wooded hills sky horses brought saddle wanted,GPT-Neo,490
The fire crackled,fire crackled bottom tent lights was feeling relief comfort got go men asked,GPT-2,418
The rain drummed,rain drummed floor sound rain heard hallway door opened man entered dressed suit hat face covered mask,BLOOM,530
"Slowly, he breathed",breathed stream light shadows swirled bubbles shaken soda bottle shadows coalesced semblance face knowing face,GPT-Neo,284
"Carefully, he sliced",sliced finger think bit,OPT,78
The music pulsed,music pulsed air crowd roared crowd end tether crowd end tether crowd end tether,OPT,497
The grain separated,grain separated chaff wheat chaff wheat chaff wheat chaff wheat chaff wheat chaff wheat chaff,Falcon-7B,441
In the meadow,meadow grass meadow grass ’m thing thing ’m thing,Falcon-7B,189
The leaves fluttered,leaves fluttered passed feet water trees scattered fell ground flowers bit place fell eyes wind turned,GPT-2,469
With a bullseye,bullseye hand looks player realizes had day hour minutes meeting bar summer,GPT-2,623
With a smile,smile said ’re ’re ’re ’re ’re,BLOOM,649
The mirror reflected,mirror reflected light sun think mean sun reflected light mirror,OPT,486
With a gasp,gasp realized holding breath let rush felt tears start flow holding coming,Falcon-7B,637
As night approached,night approached realized sky orange glow moonlight began fade sound footsteps wavering sides dear ask,GPT-2,13
Beneath the surface,surface surface surface surface surface surface surface surface surface surface surface surface surface surface surface surface,BLOOM,70
In the bedroom,bedroom area home placed bag cell phone gun ammunition scale plastic bags packaging selling drugs Police filed charges homeowner,GPT-Neo,153
The leaves rustled,leaves rustled wind blew trees wind day sun shining sky leaves turning colors,OPT,470
She cheered for,cheered minutes threw alcohol drunk walked street hotel room street front building,GPT-Neo,236
In the foyer,foyer back ballroom top stairs sitting corner dance floor corner light range group students,GPT-Neo,174
The elevator dinged,elevator dinged know means know means,OPT,411
"Gently, she pushed",pushed pulled cover face fought body hands said taking sip water,GPT-2,98
With a cheer,cheerleader enthusiasm Love campaign encouraging people tell librarians appreciate campaign partnership,Falcon-7B,624
With a nod,nodding smile said ’re ’re said girl ’re ’re said girl ’re,BLOOM,644
The smoke rose,smoke rose fire extinguished fire extinguished smoke extinguished fire extinguished smoke extinguished fire extinguished smoke,BLOOM,554
As they drove,drove know car highway passengers make journey hour began think farmhouses wayside,GPT-Neo,35
With a click,click button add user account add user account clicking user name email address add user account clicking,BLOOM,629
As they listened,listened men captured think end kill sake prisoners given,GPT-2,46
The waves lapped,waves lapped shore sun shone waves lapped shore sun shone waves lapped shore sun shone waves lapped,OPT,604
He looked away,looked knew thinking wife said trying jerk want talk,Falcon-7B,115
The details emerged,details emerged sections framework model based concept response concept used field behaviour field psychology,BLOOM,396
The cat jumped,cat jumped ran window fell fell fell,BLOOM,357
With a laugh,laugh said know n’t know said know know do,BLOOM,642
The leaves rustled,leaves rustled wind blew trees wind day sun shining sky leaves turning colors,OPT,470
As dawn broke,dawn broke following day army conducted attack fortress border crossing sea trade days patrol,GPT-2,4
The mind cleared,mind cleared bit hear doing trying figure,OPT,485
As night fell,night fell day search win lost matches pressure mounting coach U,Falcon-7B,15
As morning broke,morning broke sun shining temperature 50s wind blowing door had,Falcon-7B,11
"Gently, he strummed",strummed guitar sound strings breeze man words had voice man words,OPT,91
The curtain fell,curtain fell groups working side side boss hopes finding outcome ways made money business executive said,GPT-2,387
"Quietly, she entered",entered room sat edge bed wearing dress ribbon tied waist had ribbon tied neck,OPT,225
The door slammed,door slammed man car thrown seat car man taken hospital died man found shot head man found,BLOOM,405
In the attic,attic kitchen living room kitchen space kitchen island kitchen island island island countertop kitchen island island island,BLOOM,148
The dog sniffed,dog sniffed nose cat sniffed whiskers dogs while used knew worked try,GPT-Neo,399
"Gently, he pushed",pushed door foot want have dinner standing door thank,GPT-Neo,89
She smiled and,smiled said mother mother,Falcon-7B,269
In the kitchen,kitchen thing stove heart kitchen stove equipment kitchen equipment kitchen equipment kitchen,Falcon-7B,181
"Carefully, she planted",planted feet looked mean scare,OPT,87
In the dojo,dojo room began performing music called house mid-1960s found children involved started doing become work including,GPT-2,170
The clock struck,clock struck am minutes police commissioner city walked phone call editor newspaper editor voice measured,GPT-Neo,371
"Slowly, he stirred",stirred eyes air saw man women leaving Let do man war streets reached pocket filled,GPT-2,291
The sun set,sun set afternoon street sun had set horizon shadows trees cast setting day remained indicate,GPT-Neo,574
The moon rose,moon rose horizon sun set west stars shone sky moon sun setting moon sun setting moon,Falcon-7B,490
In the lobby,lobby man cane taps arm friend mine coming says friend none,GPT-Neo,186
The flower bloomed,flower bloomed leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew,OPT,430
The trophy gleamed,trophy gleamed glow had tint coloration made look trophy looked colors looked,GPT-2,593
"Carefully, he examined",examined contents trunk car lay heap crushed place sign touched placed trunk,GPT-Neo,73
The ice melted,ice melted ice broken pieces ice placed bowl mixed water mixture poured bowl mixed water mixture,BLOOM,452
As they created,created system made get rewards account think made get rewards account,OPT,32
She walked towards,walked door opened standing eyes face flushed tears holding hand looking,BLOOM,279
The map unfolded,map unfolded home plate walked base forcing runners chase grounder game pitcher said complain,GPT-2,483
The moon shone,moon shone sky stars moon shone sky stars moon shone sky stars moon shone,OPT,491
The rain poured,rain poured field sun shining beat 49ers game,Falcon-7B,533
As they exercised,exercised autumn sun knew time make decision blessed have place said engineer volunteer has,GPT-Neo,39
He sculpted the,sculpted face designed win writer poet playwright novelist,Falcon-7B,129
The path curved,path curved downwards trail began move forest trail ran tree line town remained tree lined road town village,GPT-2,509
"Quietly, he whispered",whispered going get girl going get girl going get girl going get girl going,OPT,223
The phone vibrated,phone vibrated opened eye sun eye croaked minute make angel opened daughter,GPT-Neo,516
The rain stopped,rain stopped stepped storm abated walked building headed path apartment rounded corner building entrance did,GPT-Neo,534
He stretched his,stretched hands side back see man thinking asked shows thinking,GPT-2,135
He reached for,reached paper packet write have look know alphabet days said write,GPT-Neo,123
As evening approached,evening approached members party promoted vice president vice minister,GPT-Neo,8
The snow melted,snow melted sun came joking snowing joking snowing days,OPT,557
In the foyer,foyer fireplace place sit relax fireplace place sit relax fireplace place sit relax fireplace place sit,BLOOM,174
The water gurgled,water gurgled bubbled flowed pipes water air water air,OPT,598
He admired the,admired way handled face situation faced admired way handled face situation faced impressed courage,Falcon-7B,103
