xi,xj,LLM_model,prompt_id
The car stopped,front house driver got opened door passenger passenger got walked steps door driver got walked passenger side car,Falcon-7B,355
The river meandered,forest forest trees trees size kind river trees kind river,BLOOM,538
The candle burned,time fire burning fire burning fire burning fire burning fire burning fire burning fire,BLOOM,346
The dog barked,door think cat,OPT,397
"Slowly, he walked",door enter room heard noise turned saw man standing doorway wearing suit shirt,OPT,294
"Slowly, she breathed",air wind direction wind knew blowing direction,BLOOM,295
The kite danced,wind wind wind wind wind wind kite,Falcon-7B,460
In the kitchen,thing stove heart kitchen stove equipment kitchen equipment kitchen equipment kitchen,Falcon-7B,181
The water rippled,wind blew wind blowing direction sun sun shining wind blowing direction wind wind blowing direction sun,BLOOM,599
In the hallway,men talking future city man hat talking future city man hat talking future city man,BLOOM,180
The baby laughed,Let cut half said going put box kid,GPT-Neo,317
With a gasp,man shook head looked woman standing eyes closed holding breath smiling smiling,BLOOM,637
In the lake,find ones lake water lakes lake drier water give feel swim make,GPT-2,183
He whispered to,going kill hear hope doing doing Thank,OPT,146
The puppy wagged,tail barked tail barked ’m said ’m said ’m said,Falcon-7B,525
The chalk dust,touch thinking thing chalk dust dust chalk,OPT,361
With a gallop,horse gallops horse gallops horse gallops horse gallops,OPT,636
Running through the,numbers bother looking outcome team has beat has team do,GPT-2,231
In the study,effect presence drug activity enzyme effect drug activity enzyme studied presence enzyme results study shown Table,BLOOM,208
With a sigh,relief lot work done get city goals things decided begin believe place do kind work going,GPT-2,648
He climbed the,ladder top tower climbed ladder top tower ladder top tower climbed ladder top tower,OPT,106
"Quietly, she moved",head looked girl girl girl,BLOOM,227
As they observed,arguing put gun drew revolver took argued minute argued man revolver,GPT-Neo,48
As they talked,sun rose sky heat day began build air sound call bird going have go,Falcon-7B,60
As they analyzed,data said people consumers price gas contributor rising costs electricity drive prices,GPT-2,23
The candle burned,days burned days experienced burns lose sight days reason try using brand,GPT-2,346
"Quietly, she moved",back room began read book reading book history reading voice reading,OPT,227
She stirred the,pot raised glass said said make job,GPT-2,273
The lunch crowd,looked phones waiting service begin noon hear clatter keys hum laptop,GPT-Neo,480
"Carefully, he measured",distance points works,OPT,75
With a grunt,get file work get file work get file work get file work get,BLOOM,640
The rain fell,seconds were sound boat boat come put rest supplies,GPT-2,531
He discovered the,secret universe universe joke going assume ',Falcon-7B,110
The elevator dinged,doors opened stepped walked hall room meet doctor waiting appointment months waiting appointment,Falcon-7B,411
She practiced the,art sneak attack brother sneak attack artist sneak attack artist,Falcon-7B,256
The pollen floated,back speak said specialist toxins,GPT-2,521
"Gently, she erased",tears face cried eyes nose running cried had tears left cry cried,Falcon-7B,93
As they walked,room men looked smiled mean scare,OPT,65
"Slowly, the sun",sank ridge mountains air cooled moment velvet sat began feel chill night air back moment heard,GPT-Neo,301
With a nod,season feature show Legends feature cast,Falcon-7B,644
In the library,user select type file saved file type selected clicking button file type selected clicking button file type selected clicking button,BLOOM,184
He lifted the,weight world shoulders save save save,OPT,113
He adopted the,lifestyle began affair girl village had child relationship became couple had argument,GPT-Neo,104
She presented the,case jury telling going asked decide ways added said help understand victim died,GPT-Neo,257
With a yawn,made ribs bacon tomato sauce added cream kick crunch lot people included used eating bacon like having have,GPT-2,663
The flower bloomed,tree shed leaves grass grew sky seemed sun rose sun seemed shine,GPT-Neo,430
The waves lapped,surface sea sea filled water wind blowing direction north sea filled water wind blowing direction south,BLOOM,604
With a frown,face tears eye let whimper caught leaned back lips curled grin need talk,GPT-2,635
She gazed at,son amazement feared come pass day evening hours continued left wife,GPT-2,246
With a sigh,lay looking ceiling thought man plane woman field gone wind wind came north went,GPT-Neo,648
The garden flourished,vegetables drought struck suffering lack water is evidence increase volume sewage outflow house said,GPT-Neo,437
He remembered when,kid playing friends playing toy gun shot head,OPT,126
The stars faded,moon gone stars gone moon gone stars gone moon gone stars gone moon gone stars gone moon gone,BLOOM,564
The baby giggled,cooed mother smiled cooed mother smiled cooed mother smiled cooed mother smiled,Falcon-7B,316
In the office,have lot meetings have lot meetings have lot meetings ’m ’s ’re company ’s,Falcon-7B,194
In the lobby,pair men suits ties greet man become country,GPT-Neo,186
She looked away,going send school year wish nodded agreed eyes widened looked gaze,GPT-Neo,248
As they explored,effects presence types types types types types types types types types types,BLOOM,40
With a smile,hug kiss help times share joys help celebrate successes,Falcon-7B,649
"Quietly, she moved",head looked girl girl girl,BLOOM,227
The line flew,city street corners picked roar groups screaming punched top parked parked carriage dare yelled,GPT-2,477
The snow fell,afternoon powder point afternoon realized heart racing sweating attacked coughing,GPT-Neo,556
"Carefully, he aimed",pistol turned did hand reached throat pulled point holding said way feel,GPT-2,72
As they explored,area found number fossils including skeleton dinosaur identified dinosaur paleontologist dinosaur,Falcon-7B,40
"Slowly, he turned",head look mean make feel offended offended,OPT,292
As day ended,place place place place place,BLOOM,7
The car stopped,checkpoint road asked wanted said was water drink want go said had choice drink country,GPT-2,355
The clay formed,block rocks gas had removed release methane escape pressure become gas resulting ice made block ice one,GPT-2,369
In the cafe,staff food prices cafe place meet friends have chat reviews,Falcon-7B,154
The tree swayed,leaves rustled sun sinking horizon put roof let glanced watch,GPT-Neo,592
With a flourish,smoke fire drew woman made spectacle sight behold moved piece furniture carrying grace sinewy,GPT-Neo,634
With a flourish,hand pair scissors sharpened knife cut hole chest mother placed center chest said leave,GPT-2,634
The firewall breached,hackers part government computer network according report breach discovered government did,Falcon-7B,425
In the attic,building nestled city streets edge district world class dining scene guest honor founder brand discusses,GPT-Neo,148
The jury listened,testimony woman said raped man member military woman identified said raped man,OPT,457
She performed the,part study part performed,BLOOM,254
The deal closed,government saying promised work keep bond markets commission official said,GPT-2,394
In the garage,liter engine produces horsepower pound feet torque,Falcon-7B,176
As time passed,state laws extend industries number people business went bankruptcy increased seen growth years number individuals,GPT-2,67
The rain ceased,noon a.m. continue fall evening depending storms hit rain expected week Share,GPT-2,528
The rain stopped,made way stairs rain started coming doubt storm moment woman crying stop walk got,GPT-2,534
As they performed,show members boy band greeted sea screaming fans group made members performed,Falcon-7B,49
The muscles relaxed,minutes meditation sound fan turning reminder need remain go minutes start training got,GPT-Neo,493
The audience listened,eyes filling room awe inspiring sense wonder wonder heard show minutes tourist film record,GPT-2,313
With a gasp,surprise looked face pale drawn saw look eyes seen look turn heart ice,GPT-Neo,637
The leaves swirled,wind sunshine light filtered gave light day night sun rays covered brighting vision blinding caught,GPT-2,471
As they smiled,laughed men arrested charged murder man found car middle night city men identified,OPT,58
The fire dimmed,room breath caught lungs dropped knife dropped knees door burst lurched stumbling looked top bar,GPT-Neo,420
The car started,go road get car get car get car get car,BLOOM,354
"Quietly, she crept",table leaned drawer looking drawer contained bag powder had money buy capsules powder had last,GPT-Neo,224
As they laughed,laughing fact laughing fact laughing fact laughing fact laughing fact laughing fact laughing,BLOOM,45
He decided to,go doctor diagnosed brain tumor given year live given year live go doctor diagnosed,Falcon-7B,109
The muscles relaxed,blood rushed brain thing thing thing sign pain,OPT,493
As they waited,stood ground sat waiting edges room left see pattern kind people started,GPT-2,64
The fire crackled,sputtered threatened outpace foot slipped snow stopped felt minutes shock pain came,GPT-Neo,418
The gavel fell,floor sword fell table men midst fight sword fell table floor sword,BLOOM,438
She opened the,door stepped hallway wearing nightgown hair flowing looked princess said,Falcon-7B,253
The garden flourished,year tomatoes peppers basil made lot pesto froze lot tomatoes made lot salsa canned lot,Falcon-7B,437
The dog growled,couple weeks vet know place called dog continued dog,GPT-2,398
The instrument sang,spirit generation songwriters voices purpose directed children time left got become hearing,GPT-2,456
The music pulsed,room sound piano heard distance music interrupted knock door man chair standing hallway looking,BLOOM,497
In the living,room fireplace point fireplace place family gathers watch TV read hang fireplace place family gathers watch TV read hang,Falcon-7B,185
Yesterday I went,gym do push walk do push,OPT,670
She waited for,get went bathroom think waiting get home,OPT,277
The leaves fell,snow came sun shining ’s time get enjoy outdoors snow came sun shining ’s time get,Falcon-7B,468
In the basement,home tried hide security guard witness told investigators looking men told boy going prison said made decision,GPT-2,152
He threw the,ball ground walked ball ground walked loss fact,Falcon-7B,136
She stirred the,rice standing stepped kitchen took breath let see concern face,GPT-Neo,273
With a snip,scissors school year came end students school year ended bang students celebrated end,Falcon-7B,653
The moment passed,know wanted share,OPT,488
In the garden,look,OPT,177
He looked back,said kisser kisser kisser,OPT,116
With a sprinkle,salt tastes butter sauce tongue place top chicken done keep day,GPT-2,655
In the distance,sound train whistle sound train whistle sound train whistle sound train whistle sound train whistle sound train whistle,Falcon-7B,169
"Slowly, she walked",room leave state want make point walk leave steps,GPT-Neo,300
The data secured,course encrypted server government read decrypt number companies take action,GPT-2,392
The butterfly fluttered,breeze sun shone water breeze sun shone water breeze sun shone,OPT,339
With a fizz,led voice said going get going get said going get,BLOOM,633
The curtain fell,season weekend round fixtures played front packed house round fixtures saw teams league,Falcon-7B,387
The fire sparked,lightning strike hours morning brought control fire started located area,Falcon-7B,424
She reached for,gun think reaching gun,OPT,260
In the pizzeria,back asked work gave last week feel go work lunch break,GPT-2,197
In the attic,house middle night heard noise looked saw man standing middle attic wearing hoodie pants looking,OPT,148
The rain pattered,sun taken minutes make way rocks voice reached give name,GPT-2,532
The stars appeared,put words describe experience life saving beauty beauty world talk time,GPT-2,563
The clock chimed,thing noticed smell coffee coffee coffee coffee coffee,BLOOM,370
In the market,working farmer buy rice guard start move field do rounds workshops complained working,GPT-2,188
The waves crashed,making see air continued swell man began screaming life stood transfixed hear crash ship engine,GPT-2,603
"Carefully, she lifted",lid box thing saw pair leather gloves pulled held light leather,Falcon-7B,84
The vendor called,company asked quote company said idea quote vendor vendor said idea quote vendor vendor said,BLOOM,594
He tossed the,bill ball fire came angle said try route try matter time,GPT-2,138
The pencil scratched,eraser popped took steps world Internet thrilled thrilled Internet going places,GPT-Neo,513
With a click,mouse window open Note year working tool automate work browser have couple ideas start,GPT-2,629
As they argued,men standing middle road blocking traffic men standing middle road blocking traffic men standing middle road blocking traffic,Falcon-7B,24
The notes danced,room music played radio music notes music notes music,OPT,502
With a splash,red splash blue splash green deck missing see green think means,OPT,654
With a frown,looked clock morning hours tossing turning trying get trying get sleep had,Falcon-7B,635
The waterfall roared,sound waterfall falling waterfall see waterfall top waterfall see waterfall,BLOOM,601
The moon glowed,direction sun moved clouds night raindrops rolling window sill seeing moon disappear moon pass distance began,GPT-2,489
The code compiled,ran machine problem using version compiler v1.0.0.0 version runtime,Falcon-7B,374
With a click,phone call government put prison years offer chance start get,GPT-Neo,629
The kite danced,wind wind wind wind wind,OPT,460
The light bulb,thinking thing idea have bulb middle room idea have light,OPT,474
The alarm sounded,a.m. morning a.m. morning a.m.,OPT,307
He harvested the,fruit tree gave man servant man man wisdom servant servant,BLOOM,112
"Slowly, he kneaded",head looked face girl girl girl,BLOOM,287
"Quietly, she sang",song tribute mother died car accident sang way mother voice sang way,BLOOM,228
With a chisel,cut piece round cut circles half place circle cookie sheet cut circles round place circles loaf pan,GPT-2,626
The evening unwound,process keep eyes keep eyes,OPT,413
As they chatted,pointed fact care body stop drinking going,GPT-2,29
As they baked,found ingredients added goods added bread butter baked oven bread butter include dried fruits fruit allowed stand,GPT-2,25
The trophy gleamed,sparkled brilliance metal seen shown have know need help looking,GPT-Neo,593
She shaped the,letter signed X. year taken interest world letters liked learning names friends history place going school,GPT-Neo,266
The song peaked,chart had estimated selling total units,GPT-2,560
The camera flashed,man made mind holding camera prank saw stunt kind taking was,GPT-2,342
He turned around,looked man holding knife man hospital time man hospital time man had,BLOOM,139
The child's laughter,rang quiet night rang quiet night rang quiet night,Falcon-7B,366
The fire crackled,crackled crackled crackled crackled crackled,OPT,418
He picked up,phone dialed number voice answered police have warrant arrest have warrant arrest,Falcon-7B,120
The stars twinkled,lights castle lit horizon sun flashed clouds parted blinding glint moon shone night girl walked sky,GPT-2,566
The bug fixed,patch ----- php try use return,GPT-Neo,338
The sauce simmered,minutes Add garlic cook minutes Add chicken cook minutes Add garlic cook minutes Add chicken cook,BLOOM,544
The leaves fell,tree winter gone trees covered snow snow see leaves snow see,BLOOM,468
He reached out,police told member police force arrested crime taken police station charged crime taken police station,BLOOM,124
The rain drizzled,road wind blowing direction wind blowing direction wind blowing direction wind blowing direction wind blowing,BLOOM,529
The bird nested,tree think bird,OPT,327
The baby giggled,,BLOOM,316
With a frown,man said ’re trouble ’re trouble man said ’re ’s,BLOOM,635
She stirred the,wine wine stirred wine wine wine wine wine wine,BLOOM,273
He looked down,feet camera,OPT,117
The smoke cleared,sun shining scene distance sun shining sky clouds falling sky sun brightening,BLOOM,552
The portrait emerged,night days protesters shot killed police daughter pictured picture leaving protest protest members G,GPT-2,522
He looked down,barrel pistol said Look had do do pointed barrel pistol ended corner bathroom,GPT-2,117
The chapter ended,discussion,Falcon-7B,362
As they cooked,steak water made get temperature closing lid watch minute went eating taking food,GPT-2,31
As morning came,sun shining birds singing flowers blooming trees growing grass growing earth growing sea growing mountains,BLOOM,12
The moon rose,city night city shock world mourning moon sight moon,OPT,490
In the bedroom,seen wearing clothing wrapped neck,GPT-2,153
The candle glowed,sun moon glowing sky stars shining moon shining stars shining moon shining,BLOOM,348
The drawing completed,week drawings week drawing portrait portrait King portrait,BLOOM,408
The kite dipped,sky straightened moved northwards was sky seen skies have,GPT-Neo,461
The smoke drifted,water smell burning wood filled air fire burning flames dying fire burning flames dying fire,OPT,553
The leaves fell,tree winter gone trees covered snow snow see leaves snow see,BLOOM,468
As they sipped,espresso mayor team council members discussed development project expansion year master plan improve aging campus,GPT-Neo,57
In the distance,see shadow man man suit man suit man suit man,OPT,169
The aroma spread,kitchen smell kitchen smell kitchen smell kitchen smell kitchen smell kitchen,BLOOM,308
The baby giggled,cooed mother smiled cooed mother smiled cooed mother smiled cooed mother smiled,Falcon-7B,316
The leaves rustled,wind blew trees wind day sun shining sky leaves turning colors,OPT,470
With a crescendo,minutes game set fight minutes bit blur minute minutes bit blur,BLOOM,632
In the alley,church said painted cross told priest child supposed image,GPT-Neo,147
The rooms echoed,sound wind wind companion companion companion companion,OPT,541
The weights clanked,side frame metal rings stone men ranks stared companions variety expressions ranging incredulity fear alarm looks faces,GPT-Neo,605
The train arrived,got station village waited taxi arrived stuck traffic,GPT-Neo,586
In the garage,thing did change oil replace windshield wiper blades left ones collecting dust years bought ones price,GPT-Neo,176
With a frown,looked clock morning hours tossing turning trying get trying get sleep had,Falcon-7B,635
In the mansion,house president Photo media had field day comparing visit events test commitment,GPT-Neo,187
The waves lapped,surface sea sea filled water wind blowing direction north sea filled water wind blowing direction south,BLOOM,604
She shaped the,world world shaped ’s story said author ’s story woman,BLOOM,266
As day ended,met hospital door floor view fell bed died p.m. injuries,GPT-2,7
With a gasp,man said knew part question thought party crime know blame action,GPT-Neo,637
The candle flickered,strength saw shadow blackness glowing lights room become source light,GPT-Neo,347
She performed the,test boyfriend month told boy told stop couple ended splitting boy said,GPT-2,254
As morning broke,storm passed o'clock morning beginning feel spring sun bursting clouds air turned,GPT-Neo,11
The peace descended,shock lifted spirits restored confidence knew do dreaded fighting come war end,GPT-Neo,511
The connection established,universe think connection universe universe think connection,OPT,377
The costume fit,hair bit agree think bit,OPT,380
Sitting by the,fire man sitting fire fire burning man standing fire fire burning man standing fire fire burning,BLOOM,282
"Slowly, he descent",winter childhood standing hatred people father blames evil shown parents,GPT-2,286
"Slowly, he opened",door screen door secured metal chain hands shaking turned knob pulled screen door saw window pushed handle felt door,GPT-Neo,289
With a ping,imagine ping get server,OPT,645
With a sneeze,cough fever tempted stay work school have fever wondering stay work school answer depends,Falcon-7B,651
"Quietly, she crept",room sat edge bed wearing dress ribbon tied waist had ribbon tied neck,OPT,224
The horse galloped,field hooves pounding ground rider man face set grimace urged horse field hooves pounding,Falcon-7B,447
Slowly but surely,world beginning open know had impact way live lives restrictions begin ease looking,Falcon-7B,283
The safe yielded,items day books books interest history,GPT-Neo,543
"Slowly, he descended",steps went door house time house time house,BLOOM,285
The ocean roared,sky wind blowing waves crashing rocks water splashing rocks waves crashing rocks water splashing,Falcon-7B,503
The fire died,bit smoke smoke fire burning,OPT,419
The wind gusted,like kind get bed like do give self esteem,GPT-2,609
The rain stopped,sun came hours get do yard work get leaves raked put compost got,Falcon-7B,534
He reached out,arrange visit began month conversation told court agreed call ex - girlfriend part effort arrange marriage,GPT-2,124
The program ran,years success program funded designed help people illness substance abuse problems program,OPT,524
As they walked,door saw man standing doorway wearing jacket hat wearing hat wearing jacket wearing jacket,BLOOM,65
Walking down the,street saw man sign said ’m help tempted stop give money did thought minutes,Falcon-7B,619
"Quietly, he entered",room sat table walks sits said smiling,OPT,217
Under the bridge,took breath took breath kept getting time felt walking eternity mind state,GPT-2,617
He read the,letter read make army time seen lot things seen horrors,Falcon-7B,125
With a laugh,pounder said trying get day day part,Falcon-7B,642
The wine breathed,life garden softness grass grass cutters city gave warmth sun shining leaves trees leaves trees rustling,GPT-Neo,612
As they tasted,tongues realized dream want felt midst passionate state ecstasy kissed,GPT-Neo,61
The door creaked,door closed door closed door closed door closed,OPT,403
"Slowly, he poured",sweetest words tears fell face help laughing,BLOOM,290
She danced to,music band experience said way get know band people band formed,BLOOM,239
The night echoed,sound wind sound wind sound wind night night wind wind,OPT,500
In the kitchen,kitchen place cook prepare meals kitchen place prepare meals prepare meals kitchen place prepare meals prepare meals kitchen place,BLOOM,181
She mixed the,batch wanted bit came,GPT-Neo,252
The book shut,torrent criticism spokeswoman publisher told fact book published publishers,GPT-2,333
With a smile,opened laptop clicked link cursor jumped page text answer started video,GPT-Neo,649
The cat purred,cat cat cat cat cat cat cat cat,BLOOM,359
With a bullseye,back campaign campaign defensive series setbacks days election president,OPT,623
With great care,Let bear do fear despair fear,GPT-2,666
She stood up,walked door going go see find food while said left room,Falcon-7B,274
The dog wagged,tail looked man man sense dog house time,BLOOM,400
In the gallery,is picture man beard guy looks think guy,OPT,175
As they shopped,groceries women talking death friend going said,Falcon-7B,56
As they observed,effect drugs urine placebo group found evidence interaction medication effect drugs change plasma levels dopamine,GPT-2,48
The door creaked,open man suit stepped wearing jacket hat leather jacket wearing leather jacket hat leather jacket,BLOOM,403
As they waited,sun rise hundreds people milled streets waiting turn march morning climate strike protest felt,GPT-Neo,64
In the courtroom,judge decides defendant prosecutor decides defendant defense attorney decides defendant,OPT,164
With a flourish,hand man chief band chief band midst crowd crowd,BLOOM,634
The bond formed,mother child things world bond formed moment child born bond lasts lifetime mother love,Falcon-7B,331
In the bakery,customers one waiter said hurt lost pounds restaurant said one appeared injured brawl,GPT-2,150
The bell echoed,moment faded cloud light passed night sky leaving lie wait sound bell smell blood sound wind blown,GPT-2,322
The program ran,months found women fertility rates weeks treatment went inch women study researchers found women underwent program saw,GPT-2,524
He walked away,holding sign say change had man sitting corner man mind standing corner man wife,GPT-2,142
With a bullseye,back,Falcon-7B,623
As they watched,game,BLOOM,66
With a laugh,said know n’t know said know know do,BLOOM,642
"Gently, she touched",shoulder mean mean mean,OPT,102
He remembered when,saw story man eating shark feel fear hatred humanity went moment brother,GPT-Neo,126
The art emerged,applying principles techniques thermodynamics engineering fields refrigerating air conditioning manufacturing energy production century science thermodynamics accepted,GPT-Neo,310
"Quietly, he hacked",chunk meat tenderized oven cooking serving knife sliced remaining portion cuts seasoned meat sugar,GPT-Neo,218
Turning the page,function called page loaded called page constructor called page destructor called page destructor,BLOOM,616
As they played,game mood team team team,BLOOM,50
The campfire glowed,night flames danced darkness fire crackled popped smoke rose night sky fire beacon light darkness smoke,Falcon-7B,345
The sun peeked,window sun shining sun shining sun shining sun shining sun shining sun shining sun shining sun shining,BLOOM,572
"Gently, he touched",cheek sweetheart turned face hand felt tears skin,Falcon-7B,92
With a chorus,racist crowd president sworn term sworn greeted,OPT,627
"Carefully, she mixed",ingredients poured mixture bowl placed bowl microwave set timer minutes sit microwave beeped took,Falcon-7B,85
As evening approached,fires grew bank coals fire pit time gone daylight extinguished doing asked,GPT-Neo,8
The clock ticked,moments day did woke did chores ate went bed time reached age,GPT-Neo,372
The waves lapped,surface sea sea filled water wind blowing direction north sea filled water wind blowing direction south,BLOOM,604
He searched for,way get room going victim woman going get room get phone going call police,Falcon-7B,130
The skills improved,season playoffs run round made saves shots help victory,GPT-Neo,550
With a chisel,hammer sculptor create masterpiece hammer sculptor create mess hammer sculptor create masterpiece ch,Falcon-7B,626
She chanted the,words wrote name year police arrested had charged counts manslaughter killed mother law are images,GPT-2,235
The smoke cleared,dust settled books selected pair players round including quarterback receiver selected quarterback,Falcon-7B,552
As day ended,place place place place place,BLOOM,7
The bug fixed,fixed getting error,OPT,338
The baby giggled,smiled understand understand asking understand saying,OPT,316
The shadows lengthened,sun began shine dimming edge lake continued distance man man forties hair,GPT-2,549
The clock ticked,thing noticed clock ticking middle conversation friend thinking time going hospital thinking,BLOOM,372
With a shrug,woman took hand showed hand sitting floor father leaving picked hand handed,GPT-2,647
As they danced,pair lovers pair lovers pair lovers pair lovers,Falcon-7B,33
In the attic,house grew was closet filled clothes remember mother telling saved wear kid,Falcon-7B,148
"Gently, she placed",hand chest going hurt need know happened closed eyes took breath middle,Falcon-7B,96
"Quietly, he moved",side room middle conversation friend talking weather talking weather talking,OPT,220
As they talked,sun rose sky heat day began build air sound call bird going have go,Falcon-7B,60
The train departed,station a.m. arrived station train stopped station train stopped station,BLOOM,587
The butterfly fluttered,air wind blew air butterfly flew wind blew butterfly flew wind blew butterfly flew,BLOOM,339
The river rushed,stopped stopped flowed moment guys ran investigate guy said heard coming shouting heard screams,GPT-2,539
The car stopped,driver got ran think driver got ran,OPT,355
With a snip,pen world watch yours world watch yours owned family years has,OPT,653
The crowd cheered,nodded made mistake life said remembering get killed woman,GPT-Neo,382
With each step,pipeline stage investigation called stages called signals people say office has lot mail needs come,GPT-2,665
The fish bit,head sledgehammer take Suffered blow fish threat,GPT-2,426
The elevator dinged,doors slid was person standing men kitchen none bit one seemed,GPT-2,411
The water splashed,ground men killed searching house man hit fell called ambulance men killed named witnesses,GPT-Neo,600
In the library,have book called read school books book,OPT,184
The cat purred,rubbed leg looked cat smiled ’m take have dog home cat looked,Falcon-7B,359
The sweat dripped,face ran running police running law running law committed crime committed crime committed,Falcon-7B,575
The engine roared,engine shut blast water smoke engine roared engines aircraft blown thought battle day,GPT-2,412
She gazed at,man eyes filled hand went mouth watch use whip teach do used whip course,GPT-Neo,246
As justice prevailed,case given verdict favour,Falcon-7B,10
The fire flickered,crackled flames dancing hearth room fire crackling smell wood smoke filling air room filled sounds night wind,Falcon-7B,422
"Quietly, he entered",seen man question hole side body place body fit asked lay,GPT-2,217
The dog barked,boy approach boy had bag hands walked dog returned want bag boy nodded reached bag,GPT-Neo,397
The baby cooed,mother smiled mother smiled mother smiled mother smiled mother smiled,Falcon-7B,314
The ride began,pickup truck sped road turning turning east heading south driver said traveling said,GPT-2,536
The art emerged,work artist sculptor born city member member,OPT,310
She stepped back,face covered blood walked face covered mud go were blood face sound,GPT-2,271
In the cave,series boxes located cave entrance box letter labeled turn text message letter labeled,GPT-2,157
With a shrug,shoulders step eyes glued body wearing cap seem understand holds glass hand front,GPT-2,647
In the temple,goddess life statue incarnation life force Isis become icon life mother,GPT-Neo,209
The secret revealed,writer gem truth person shooter played hours end day day going result longevity has,GPT-Neo,546
The clock struck,time clock struck door house door opened man entered dressed suit cloth looked man,BLOOM,371
With a sigh,relief got light app working app while say done done need test have,GPT-Neo,648
The treasure revealed,pyramids treasure knowledge treasure wisdom treasure wisdom treasure knowledge treasure wisdom treasure knowledge,BLOOM,591
He sat down,smile face twinkle eyes morning took train stopped station make,GPT-Neo,128
As they admired,view city top hill friends talking lives ’m life said have job family,Falcon-7B,22
The circuit connected,power supply power supply circuit power supply circuit connected power supply power supply circuit connected power supply power supply circuit connected power supply power supply,OPT,367
In the study,children month life diagnosed form epilepsy month receive form medication Children attending month life,GPT-2,208
The cheese melted,cheese serve used bowl scoop cheese pan put fridge hours used knife slice cheese pieces,BLOOM,363
In the classroom,teacher supposed teaching,OPT,159
The fish bit,bit did victims way seemed bit self punishment fish bit �,GPT-Neo,426
As they fished,found number fish including number fish including number fish including number fish including number fish including number,BLOOM,42
The muscles relaxed,pain subsided pain gone pain gone pain gone pain gone pain gone pain gone pain gone,Falcon-7B,493
"Gently, she sketched",outline room drew room drew room sketched outline room sketched outline,OPT,100
As they watched,game,BLOOM,66
With a gasp,jerked surprise woman sat floor hand pressed brow thought dreamt stood wobbling did,GPT-Neo,637
The car honked,looked looked time looked time time,Falcon-7B,352
The sun rose,o'clock head facing house Looking saw flag ancestors daughter half lady said,GPT-2,573
As they centered,crisis crisis crisis crisis crisis crisis c,Falcon-7B,28
The curtain moved,sight man lost distance man strength man courage man,BLOOM,388
With a smile,reaction video released has parts video woman created life cat has hits has,GPT-Neo,649
The bird chirped,sun shone wind blew clouds rolled grass grew flowers bloomed trees grew birds sang sun shone wind blew,Falcon-7B,325
"Carefully, he placed",pieces paper pocket coat turning girl said tell going marry,BLOOM,76
The vendor called,review report state reviewing legislation came rule prohibits sales knowledge car brand,GPT-2,594
"Carefully, she applied",job says advantage family part come married,GPT-2,82
With a gasp,throat grew gasps exasperated sighing felt voice taking life decided make,GPT-2,637
The snow fell,men scattered snow fell snowmen having way move started snow dozen men place go battle went north,GPT-2,556
With a sprint,finish won year rides team,Falcon-7B,656
Across the street,police way scene police way scene police way scene police way scene police,BLOOM,2
With a yawn,going assume shit,OPT,663
As dawn broke,sun shining horizon scene midst forest sun glowing midst forest sun shining,BLOOM,4
As they walked,men talked weather crops price cattle news capital heard king going make law said farmer,Falcon-7B,65
In the lobby,is button says,OPT,186
The clay formed,part basin deposited clay deposited part basin clay deposited part basin,BLOOM,369
With a taste,travel love adventure traveled continent highlighting places basis,GPT-Neo,658
The line flew,wind pushing knife waves crashed cliffs sending spray air sweat dripped face weight body pulled,GPT-Neo,477
The stars faded,sky moonlight stealing sat porch minutes watching stars waiting sink velvet blackness,GPT-Neo,564
The leaves drifted,trees wind blew sun shone ground leaves leaves wind blew sun shone,Falcon-7B,467
She walked towards,door thought moment room hold past turned stare head spinning room anticipated place,GPT-2,279
As they laughed,drank men had thoughts going men gone home get said captain,GPT-Neo,45
The snow fell,wonder feet started falling thing noticed arriving field tree looked smell snow was,GPT-2,556
In the courtyard,headquarters surrounded hundreds wishers met pope turns gathering,GPT-Neo,165
The ice melted,night temperatures plummeted degrees degrees making recorded ice melting waters pushing shelf,GPT-Neo,452
As they smiled,waved crowd contestants asked name beauty product love lipstick said wearing dress collar,Falcon-7B,58
The portrait emerged,flare anger had do knees gutter yards club trying remove bag wrapped photographs accident,GPT-Neo,522
The clock ticked,seconds season position trailing points had ball yard,Falcon-7B,372
"Slowly, the sun",came eyes moved air blew room glassware sink couches sun shone,GPT-2,301
The crust stretched,water waves lapping shore sun shining sand seagulls flying water lapping shore waves lapping,Falcon-7B,386
The bird flew,window home block city bird taken bird,Falcon-7B,326
The scene came,head police arrived scene shooting head police arrived scene shooting Photo,OPT,545
"Gently, he pushed",bed going hurt sweetheart going make love nodded eyes lips parted kissed,Falcon-7B,89
They laughed at,time kids came says paying attention problem sister,GPT-2,615
The moon rose,city night city shock world mourning moon sight moon,OPT,490
The stars twinkled,miles make feel knew moment last going say,GPT-Neo,566
The puppy wagged,tail one let go get call name was uproar people called family dog,GPT-2,525
As noon approached,loss tried think story going end reporter said news coming sister death,GPT-2,16
With a chorus,tracks song name gets takes time problem listen,GPT-2,627
With a nod,season feature show Legends feature cast,Falcon-7B,644
"Gently, she sketched",outline face curve lips shape eyes drew lines body way muscles moved skin drew remembered,Falcon-7B,100
In the cave,is room door leads room door leads room door leads room door leads room door,OPT,157
"Slowly, she paddled",way shore exhausted swimming hours swimming days swimming years swimming centuries,Falcon-7B,298
